Id	D8B1	D8B2	D8B3	D8B6	D8B7	D8B8	D8B9	D20B1	D20B2	D20B3	D20B6	D20B7	D20B8	D20B9	norm.D8B1	norm.D8B2	norm.D8B3	norm.D8B6	norm.D8B7	norm.D8B8	norm.D8B9	norm.D20B1	norm.D20B2	norm.D20B3	norm.D20B6	norm.D20B7	norm.D20B8	norm.D20B9	baseMean	D8	D20	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
PRELSG_1443600	60	17	2	27	43	38	20	11	0	2	2	0	0	0	5	5	5	5	4	3	3	5	0	6	49	0	0	0	6.46	4	9	0.929	-0.106	-0.128	0.898270416677349	0.999204487240972	0.8791	0.3355	0.5853	0.5853	TRUE	NA
PRELSG_1443700	172	44	6	84	168	256	120	52	1	4	0	7	3	1	14	12	15	16	16	20	17	23	18	13	0	11	16	13	14.59	16	13	0.968	-0.047	-0.113	0.910186953558951	0.999204487240972	0	0.1742	0.1215	0.1215	TRUE	NA
PRELSG_1443800	37	12	0	7	37	55	24	3	2	1	0	1	2	0	3	3	0	1	3	4	3	1	36	3	0	2	10	0	5.12	2	7	1.615	0.691	0.858	0.390922295975816	0.999204487240972	0.6957	0.4109	0.5537	0.5537	TRUE	NA
PRELSG_1443900	1013	317	37	398	1030	743	645	146	7	25	2	56	12	9	84	84	95	77	97	58	91	65	128	79	49	90	62	117	84.05	84	84	0.94	-0.09	-0.434	0.664249387996862	0.999204487240972	0.0055	0.0684	0.0344	0.0344	TRUE	NA
PRELSG_1444000	963	295	23	374	794	1028	590	215	2	22	2	60	11	7	80	79	59	73	74	80	84	96	36	69	49	96	57	91	73.14	76	71	1.031	0.044	0.198	0.843304965350054	0.999204487240972	0	0.0717	0.0416	0.0416	TRUE	NA
PRELSG_1444100	145	40	6	56	132	235	103	39	4	1	1	7	1	1	12	11	15	11	12	18	15	17	73	3	25	11	5	13	17.28	13	21	1.107	0.146	0.273	0.784796792656075	0.999204487240972	0.386	0.1543	0.2665	0.2665	TRUE	NA
PRELSG_1444200	2960	1431	162	2277	2951	4285	3177	797	12	113	16	212	77	20	247	381	416	442	277	335	450	356	219	355	396	340	398	259	347.93	364	332	0.967	-0.048	-0.254	0.799366331452064	0.999204487240972	0.0461	0.0516	0.0485	0.0485	TRUE	NA
PRELSG_1444300	628	227	24	313	607	815	391	144	3	23	1	45	7	2	52	60	62	61	57	64	55	64	55	72	25	72	36	26	54.4	59	50	0.969	-0.046	-0.183	0.855160706706963	0.999204487240972	0	0.0805	0.054	0.054	TRUE	NA
PRELSG_1444400	1126	257	37	323	857	1214	655	182	5	28	3	64	22	8	94	68	95	63	80	95	93	81	91	88	74	103	114	104	88.78	84	94	1.079	0.11	0.53	0.596306612837934	0.999204487240972	0	0.0672	0.0378	0.0378	TRUE	NA
PRELSG_1444500	300	107	7	115	287	307	166	64	0	8	0	14	2	1	25	29	18	22	27	24	23	29	0	25	0	22	10	13	19.12	24	14	0.802	-0.319	-0.866	0.386467822718945	0.999204487240972	0	0.1439	0.0945	0.0945	TRUE	NA
PRELSG_1444600	256	57	11	101	218	288	134	45	2	12	1	9	6	0	21	15	28	20	20	23	19	20	36	38	25	14	31	0	22.2	21	23	1.009	0.013	0.039	0.969122622531057	0.999204487240972	0	0.1303	0.0784	0.0784	TRUE	NA
PRELSG_1444700	2026	816	79	994	1901	2124	1154	427	8	79	8	103	30	19	169	217	203	193	178	166	163	191	146	248	198	165	155	246	188.53	184	193	1.053	0.075	0.459	0.646298754632898	0.999204487240972	0.002	0.0561	0.0273	0.0273	TRUE	NA
PRELSG_1444800	1393	414	33	613	1287	1737	820	229	4	17	2	85	18	10	116	110	85	119	121	136	116	102	73	53	49	136	93	130	102.86	115	91	0.835	-0.26	-1.251	0.210780449362462	0.999204487240972	0.0166	0.0644	0.0389	0.0389	TRUE	NA
PRELSG_1444900	16	16	1	30	32	89	26	17	1	2	0	1	0	0	1	4	3	6	3	7	4	8	18	6	0	2	0	0	4.38	4	5	1.427	0.513	0.677	0.498337957598239	0.999204487240972	0.4854	0.4725	0.4775	0.4775	TRUE	NA
PRELSG_1445000	627	204	35	368	585	758	402	186	1	26	2	40	12	9	52	54	90	71	55	59	57	83	18	82	49	64	62	117	65.31	63	68	1.176	0.233	0.976	0.329175449241123	0.999204487240972	0.0312	0.0748	0.0519	0.0519	TRUE	NA
PRELSG_1445100	637	225	21	336	622	749	449	135	2	17	2	33	12	3	53	60	54	65	58	59	64	60	36	53	49	53	62	39	54.73	59	50	0.948	-0.077	-0.332	0.739858049662976	0.999204487240972	0	0.0803	0.0406	0.0406	TRUE	NA
PRELSG_1445200	33	15	4	25	43	109	31	14	1	0	0	2	2	0	3	4	10	5	4	9	4	6	18	0	0	3	10	0	5.49	6	5	1.077	0.108	0.165	0.868689201368841	0.999204487240972	0	0.3865	0.3077	0.3077	TRUE	NA
PRELSG_1445300	159	70	3	121	211	180	114	37	0	3	0	2	4	0	13	19	8	23	20	14	16	17	0	9	0	3	21	0	11.64	16	7	0.617	-0.697	-1.269	0.20436623397685	0.999204487240972	0.2694	0.2067	0.2282	0.2282	TRUE	NA
PRELSG_1445400	406	125	9	179	379	419	278	75	1	13	1	41	3	0	34	33	23	35	36	33	39	33	18	41	25	66	16	0	30.81	33	28	0.963	-0.054	-0.154	0.877949362640283	0.999204487240972	0.1205	0.1068	0.1119	0.1119	TRUE	NA
PRELSG_1445500	541	104	10	149	436	403	235	53	2	4	1	16	8	2	45	28	26	29	41	32	33	24	36	13	25	26	41	26	30.25	33	27	0.707	-0.5	-1.542	0.123175899082172	0.999204487240972	0	0.108	0.0691	0.0691	TRUE	NA
PRELSG_1445600	4128	3406	307	4493	5679	7406	4548	2574	27	191	21	227	186	47	344	908	788	872	532	579	644	1149	493	600	519	364	962	609	668.89	667	671	0.987	-0.018	-0.065	0.948375586583163	0.999204487240972	0.1912	0.049	0.1295	0.1295	TRUE	NA
PRELSG_1445700	360	78	21	157	279	263	148	119	5	13	1	83	7	9	30	21	54	30	26	21	21	53	91	41	25	133	36	117	49.92	29	71	2.381	1.252	3.389	0.000702045141100297	0.0948262401300473	0.2376	0.0836	0.1631	0.1631	TRUE	NA
PRELSG_1445800	1721	587	67	668	1864	1635	1239	309	4	43	10	109	30	6	144	156	172	130	175	128	175	138	73	135	247	175	155	78	148.64	154	143	0.921	-0.119	-0.569	0.569368653393564	0.999204487240972	0.0374	0.0588	0.0482	0.0482	TRUE	NA
PRELSG_1445900	73	48	4	118	51	75	68	42	0	3	0	2	1	0	6	13	10	23	5	6	10	19	0	9	0	3	5	0	7.78	10	5	0.913	-0.132	-0.218	0.827608964255006	0.999204487240972	0.2498	0.2864	0.2691	0.2691	TRUE	NA
PRELSG_1446000	24	2	0	10	4	10	9	2	0	0	0	0	0	0	2	1	0	2	0	1	1	1	0	0	0	0	0	0	0.56	1	0	1.375	0.459	0.315	0.752475768949205	NA	0	3.3995	2.5522	2.5522	TRUE	NA
PRELSG_1446100	410	154	15	206	340	483	240	82	4	11	2	16	7	3	34	41	38	40	32	38	34	37	73	35	49	26	36	39	39.41	37	42	1.024	0.034	0.128	0.89820163298762	0.999204487240972	0	0.0936	0.0489	0.0489	TRUE	NA
PRELSG_1446200	585	130	11	217	951	370	216	40	4	8	0	18	3	1	49	35	28	42	89	29	31	18	73	25	0	29	16	13	33.98	43	25	0.512	-0.967	-2.39	0.0168680103870372	0.567795354507526	0.171	0.1012	0.1355	0.1355	TRUE	NA
PRELSG_1446300	682	205	21	312	647	807	407	167	3	22	1	39	14	3	57	55	54	61	61	63	58	75	55	69	25	63	72	39	57.46	58	57	1.088	0.122	0.536	0.591628221167204	0.999204487240972	0	0.0787	0.0405	0.0405	TRUE	NA
PRELSG_1446400	310	36	5	61	348	194	82	16	0	1	0	12	4	0	26	10	13	12	33	15	12	7	0	3	0	19	21	0	12.13	17	7	0.457	-1.129	-2.245	0.0247984047297898	0.651302546444895	0	0.2003	0.1649	0.1649	TRUE	NA
PRELSG_1446500	16	9	1	13	12	36	11	7	0	1	0	1	0	0	1	2	3	3	1	3	2	3	0	3	0	2	0	0	1.59	2	1	1.39	0.475	0.532	0.594488511451416	NA	0	1.2247	0.6363	0.6363	TRUE	NA
PRELSG_1446600	43	8	0	17	33	67	24	9	0	2	0	2	0	1	4	2	0	3	3	5	3	4	0	6	0	3	0	13	3.37	3	4	1.372	0.457	0.628	0.529881976757718	NA	0	0.6	0.3839	0.3839	TRUE	NA
PRELSG_1446700	43	9	1	14	34	22	21	1	0	2	0	0	1	0	4	2	3	3	3	2	3	0	0	6	0	0	5	0	2.22	3	2	0.729	-0.455	-0.502	0.615848856732007	NA	0	0.8884	0.6976	0.6976	TRUE	NA
PRELSG_1446800	469	236	15	410	469	584	343	145	1	24	4	31	14	1	39	63	38	80	44	46	49	65	18	75	99	50	72	13	53.63	51	56	1.233	0.302	1.096	0.272995047512029	0.999204487240972	0.0654	0.081	0.0739	0.0739	TRUE	NA
PRELSG_1446900	504	128	17	180	408	628	240	103	1	8	0	18	9	2	42	34	44	35	38	49	34	46	18	25	0	29	47	26	33.34	39	27	0.805	-0.313	-1.074	0.282962289261746	0.999204487240972	0.0113	0.1022	0.0605	0.0605	TRUE	NA
PRELSG_1447000	158	62	11	66	143	210	83	32	3	6	1	9	2	2	13	17	28	13	13	16	12	14	55	19	25	14	10	26	19.69	16	23	1.147	0.198	0.528	0.597767506170392	0.999204487240972	0.0314	0.1411	0.0921	0.0921	TRUE	NA
PRELSG_1447100	813	176	7	309	898	717	270	64	0	8	1	30	6	0	68	47	18	60	84	56	38	29	0	25	25	48	31	0	37.77	53	23	0.496	-1.011	-2.871	0.00408534823419179	0.277940655436507	0.0979	0.0957	0.0965	0.0965	TRUE	NA
PRELSG_1447200	183	58	4	70	160	204	83	39	1	2	0	2	4	0	15	15	10	14	15	16	12	17	18	6	0	3	21	0	11.65	14	9	0.693	-0.529	-1.019	0.308059311879001	0.999204487240972	0	0.2066	0.1882	0.1882	TRUE	NA
PRELSG_1447300	147	24	4	45	104	108	50	12	0	1	0	6	2	1	12	6	10	9	10	8	7	5	0	3	0	10	10	13	7.46	9	6	0.688	-0.539	-0.977	0.328346391727266	0.999204487240972	0	0.2968	0.1867	0.1867	TRUE	NA
PRELSG_1447400	554	157	11	222	749	498	292	80	4	9	1	27	3	7	46	42	28	43	70	39	41	36	73	28	25	43	16	91	44.37	44	45	0.866	-0.208	-0.662	0.508091969035366	0.999204487240972	0.0788	0.0883	0.0838	0.0838	TRUE	NA
PRELSG_1447500	1431	453	43	669	1410	1285	807	252	11	57	6	90	24	2	119	121	110	130	132	101	114	112	201	179	148	144	124	26	125.89	118	133	1.098	0.135	0.614	0.539507930085946	0.999204487240972	0.0444	0.061	0.0533	0.0533	TRUE	NA
PRELSG_1447600	13	2	0	4	12	14	2	2	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0.41	1	0	1.672	0.742	0.459	0.645948940285958	NA	0	4.5641	3.3837	3.3837	TRUE	NA
PRELSG_1447700	281	82	10	102	291	318	171	55	1	9	0	9	2	5	23	22	26	20	27	25	24	25	18	28	0	14	10	65	23.41	24	23	0.883	-0.179	-0.466	0.641048127243124	0.999204487240972	0.1053	0.126	0.1163	0.1163	TRUE	NA
PRELSG_1447800	27	13	0	13	22	72	19	4	0	3	0	2	0	0	2	3	0	3	2	6	3	2	0	9	0	3	0	0	2.36	3	2	1.212	0.277	0.325	0.745034332528057	NA	0	0.8376	0.6502	0.6502	TRUE	NA
PRELSG_1447900	3320	980	98	1337	2933	3997	2063	707	11	80	6	177	61	28	277	261	252	260	275	313	292	316	201	251	148	284	316	363	271.96	276	268	1.01	0.015	0.101	0.919209991702692	0.999204487240972	0.0061	0.0531	0.023	0.023	TRUE	NA
PRELSG_1448000	142	30	2	57	115	162	93	25	0	5	0	9	3	2	12	8	5	11	11	13	13	11	0	16	0	14	16	26	11.1	10	12	1.226	0.295	0.671	0.502147376916648	0.999204487240972	0	0.2145	0.1266	0.1266	TRUE	NA
PRELSG_1448100	49	20	3	16	24	53	15	8	0	0	0	2	0	1	4	5	8	3	2	4	2	4	0	0	0	3	0	13	3.46	4	3	0.852	-0.232	-0.31	0.75666805410605	NA	0	0.5856	0.3735	0.3735	TRUE	NA
PRELSG_1448200	1122	508	62	864	1099	1813	1022	441	6	47	2	65	36	6	94	135	159	168	103	142	145	197	109	148	49	104	186	78	129.79	135	124	1.009	0.013	0.052	0.958725351922861	0.999204487240972	0.1003	0.0606	0.0808	0.0808	TRUE	NA
PRELSG_1448300	578	308	40	400	587	823	461	190	4	23	3	35	17	2	48	82	103	78	55	64	65	85	73	72	74	56	88	26	69.25	71	68	1.055	0.078	0.303	0.761926986281057	0.999204487240972	0.0549	0.0732	0.0656	0.0656	TRUE	NA
PRELSG_1448400	49	22	4	16	38	87	21	9	1	1	0	2	0	1	4	6	10	3	4	7	3	4	18	3	0	3	0	13	5.59	5	6	0.931	-0.104	-0.166	0.86793515483664	0.999204487240972	0	0.3805	0.2318	0.2318	TRUE	NA
PRELSG_1448500	306	113	6	127	319	419	171	63	0	10	1	13	5	3	26	30	15	25	30	33	24	28	0	31	25	21	26	39	25.18	26	24	0.978	-0.032	-0.096	0.923744371834749	0.999204487240972	0	0.1204	0.0822	0.0822	TRUE	NA
PRELSG_1448600	628	176	17	202	669	636	375	88	1	12	0	23	4	3	52	47	44	39	63	50	53	39	18	38	0	37	21	39	38.53	50	27	0.626	-0.676	-2.375	0.0175553911160402	0.569539410665168	0.0148	0.0947	0.0564	0.0564	TRUE	NA
PRELSG_1448700	53	25	1	25	56	89	30	11	0	1	1	3	0	0	4	7	3	5	5	7	4	5	0	3	25	5	0	0	5.18	5	5	0.909	-0.137	-0.207	0.83618899668851	0.999204487240972	0.1348	0.4066	0.2796	0.2796	TRUE	NA
PRELSG_1448800	60	20	2	51	54	73	34	22	1	3	0	5	5	3	5	5	5	10	5	6	5	10	18	9	0	8	26	39	10.8	6	16	2.561	1.357	2.76	0.00577914577070323	0.315303152040284	0.1533	0.2192	0.1843	0.1843	TRUE	NA
PRELSG_1448900	11	4	2	3	16	36	13	4	1	0	0	0	0	0	1	1	5	1	1	3	2	2	18	0	0	0	0	0	2.42	2	3	1.23	0.298	0.312	0.754827801991105	NA	0.6304	0.8182	0.7524	0.7524	TRUE	NA
PRELSG_1449000	108	15	3	32	84	93	54	11	1	4	0	5	0	0	9	4	8	6	8	7	8	5	18	13	0	8	0	0	6.68	7	6	0.794	-0.332	-0.58	0.561685851179589	0.999204487240972	0	0.3261	0.212	0.212	TRUE	NA
PRELSG_1449100	352	115	12	151	308	304	192	69	2	14	0	23	7	1	29	31	31	29	29	24	27	31	36	44	0	37	36	13	28.38	29	28	1.129	0.175	0.597	0.550725423032236	0.999204487240972	0	0.112	0.0607	0.0607	TRUE	NA
PRELSG_1449200	96	11	4	28	53	130	52	15	0	2	0	2	1	0	8	3	10	5	5	10	7	7	0	6	0	3	5	0	5.04	7	3	0.683	-0.551	-0.916	0.359681830591762	0.999204487240972	0	0.4172	0.2271	0.2271	TRUE	NA
PRELSG_1449300	3858	947	97	1231	3083	3479	2066	457	14	76	8	191	38	21	322	252	249	239	289	272	292	204	255	239	198	307	197	272	256.22	274	239	0.853	-0.229	-1.359	0.174194887041772	0.999204487240972	0.0191	0.0535	0.0319	0.0319	TRUE	NA
PRELSG_1449400	1194	450	40	647	1081	1287	782	301	3	33	4	77	19	11	100	120	103	126	101	101	111	134	55	104	99	124	98	143	108.33	109	108	1.085	0.118	0.611	0.541456559610702	0.999204487240972	0	0.0634	0.0349	0.0349	TRUE	NA
PRELSG_1449500	58	17	3	31	41	116	39	7	0	1	0	2	2	2	5	5	8	6	4	9	6	3	0	3	0	3	10	26	6.23	6	6	0.945	-0.081	-0.133	0.894581206029201	0.999204487240972	0.118	0.3459	0.236	0.236	TRUE	NA
PRELSG_1449600	3929	1198	114	1697	3538	4006	2572	613	15	101	12	210	58	23	328	319	293	329	332	313	364	274	274	317	297	337	300	298	312.49	325	300	0.929	-0.106	-0.747	0.455344593760562	0.999204487240972	0	0.0522	0.0218	0.0218	TRUE	NA
PRELSG_1449700	25	3	0	4	14	31	13	3	0	1	0	1	0	2	2	1	0	1	1	2	2	1	0	3	0	2	0	26	2.95	1	5	2.233	1.159	1.377	0.168533705700049	NA	0.3394	0.6802	0.5479	0.5479	TRUE	NA
PRELSG_1449800	171	46	3	53	106	180	69	13	0	3	2	5	1	0	14	12	8	10	10	14	10	6	0	9	49	8	5	0	11.16	11	11	0.684	-0.547	-0.921	0.356993948405717	0.999204487240972	0.31	0.2136	0.2624	0.2624	TRUE	NA
PRELSG_1449900	676	143	19	241	527	651	356	103	4	13	1	34	9	2	56	38	49	47	49	51	50	46	73	41	25	55	47	26	46.6	49	45	0.913	-0.132	-0.517	0.60514779751251	0.999204487240972	0	0.0863	0.0476	0.0476	TRUE	NA
PRELSG_1450000	34	4	0	10	27	28	14	6	0	1	0	0	0	2	3	1	0	2	3	2	2	3	0	3	0	0	0	26	3.16	2	5	1.621	0.697	0.76	0.447179012592412	NA	0.8871	0.6367	0.7273	0.7273	TRUE	NA
PRELSG_1450100	2027	637	69	706	1700	2273	1212	392	8	44	11	108	35	14	169	170	177	137	159	178	172	175	146	138	272	173	181	181	173.49	166	181	1.041	0.058	0.352	0.724684769638819	0.999204487240972	0.0011	0.057	0.0266	0.0266	TRUE	NA
PRELSG_1450200	408	117	9	107	355	393	202	65	1	10	1	14	7	4	34	31	23	21	33	31	29	29	18	31	25	22	36	52	29.69	29	30	0.972	-0.042	-0.136	0.891537336990917	0.999204487240972	0	0.1091	0.0647	0.0647	TRUE	NA
PRELSG_1450300	192	69	4	89	167	204	93	25	0	9	0	6	7	1	16	18	10	17	16	16	13	11	0	28	0	10	36	13	14.64	15	14	0.984	-0.023	-0.053	0.958025475870662	0.999204487240972	0.1301	0.1738	0.1572	0.1572	TRUE	NA
PRELSG_1450400	50	11	0	19	49	49	23	5	0	0	0	2	1	0	4	3	0	4	5	4	3	2	0	0	0	3	5	0	2.36	3	1	0.835	-0.26	-0.32	0.749205698345619	NA	0	0.8367	0.4925	0.4925	TRUE	NA
PRELSG_1450500	104	16	3	26	79	159	53	22	0	5	0	6	3	1	9	4	8	5	7	12	8	10	0	16	0	10	16	13	8.33	8	9	1.289	0.366	0.784	0.433299970858254	0.999204487240972	0	0.2704	0.1408	0.1408	TRUE	NA
PRELSG_1450600	89	11	1	26	59	114	21	11	0	1	0	2	0	0	7	3	3	5	6	9	3	5	0	3	0	3	0	0	3.33	5	2	0.63	-0.667	-0.925	0.354855471343972	NA	0	0.6069	0.3599	0.3599	TRUE	NA
PRELSG_1450700	2019	447	52	536	1408	1964	1017	241	8	39	4	81	15	9	168	119	133	104	132	154	144	108	146	123	99	130	78	117	125.28	136	114	0.8	-0.322	-1.508	0.131469572130852	0.999204487240972	0	0.0611	0.0454	0.0454	TRUE	NA
PRELSG_1450800	1413	383	27	523	2425	920	662	159	4	6	1	55	17	5	118	102	69	102	227	72	94	71	73	19	25	88	88	65	86.59	112	61	0.557	-0.845	-2.973	0.00294925972147157	0.23197432663917	0.0867	0.0678	0.0769	0.0769	TRUE	NA
PRELSG_1450900	662	290	39	443	650	669	434	170	3	26	2	38	18	4	55	77	100	86	61	52	61	76	55	82	49	61	93	52	68.65	70	67	1.076	0.105	0.447	0.655076379749897	0.999204487240972	0	0.0734	0.0506	0.0506	TRUE	NA
PRELSG_1451000	325	168	18	222	363	666	267	133	1	15	0	18	9	5	27	45	46	43	34	52	38	59	18	47	0	29	47	65	39.29	41	38	1.092	0.126	0.403	0.686975684243827	0.999204487240972	0.0913	0.0937	0.0925	0.0925	TRUE	NA
PRELSG_1451100	50	13	2	25	41	75	40	9	0	0	0	3	0	0	4	3	5	5	4	6	6	4	0	0	0	5	0	0	2.99	5	1	0.657	-0.606	-0.784	0.433298398979094	NA	0	0.6716	0.4252	0.4252	TRUE	NA
PRELSG_1451200	78	20	2	29	59	104	31	12	2	2	0	3	0	0	7	5	5	6	6	8	4	5	36	6	0	5	0	0	6.69	6	7	0.961	-0.057	-0.083	0.933622856659969	0.999204487240972	0.4152	0.3257	0.3704	0.3704	TRUE	NA
PRELSG_1451300	424	149	18	195	329	415	280	83	1	15	2	23	8	1	35	40	46	38	31	32	40	37	18	47	49	37	41	13	36.09	37	35	1.02	0.028	0.105	0.916101269604379	0.999204487240972	0	0.098	0.0511	0.0511	TRUE	NA
PRELSG_1451400	5319	1592	181	2127	4342	5920	3556	1097	29	179	15	355	65	23	444	424	465	413	407	463	503	490	529	563	371	570	336	298	448.24	446	451	1.011	0.016	0.091	0.927654446245693	0.999204487240972	0.0356	0.0504	0.0417	0.0417	TRUE	NA
PRELSG_1451500	1173	394	34	666	1321	1177	590	294	4	36	0	75	22	11	98	105	87	129	124	92	84	131	73	113	0	120	114	143	100.92	103	99	1.081	0.112	0.482	0.629795887912068	0.999204487240972	0.0486	0.0647	0.0571	0.0571	TRUE	NA
PRELSG_1451600	261	62	4	96	201	289	144	42	1	5	2	9	3	1	22	17	10	19	19	23	20	19	18	16	49	14	16	13	19.58	19	21	0.928	-0.108	-0.295	0.767739366436001	0.999204487240972	0	0.1416	0.0808	0.0808	TRUE	NA
PRELSG_1451700	469	232	35	404	542	639	416	153	1	21	2	36	16	5	39	62	90	78	51	50	59	68	18	66	49	58	83	65	59.73	61	58	1.128	0.174	0.681	0.49608772368302	0.999204487240972	0.0409	0.0775	0.0617	0.0617	TRUE	NA
PRELSG_1451800	758	214	41	326	596	861	389	118	2	27	2	34	11	3	63	57	105	63	56	67	55	53	36	85	49	55	57	39	60.06	67	53	0.839	-0.252	-1.13	0.258581367111309	0.999204487240972	0	0.0773	0.0365	0.0365	TRUE	NA
PRELSG_1451900	355	58	3	126	261	353	195	30	1	8	4	9	3	2	30	15	8	24	24	28	28	13	18	25	99	14	16	26	26.32	22	30	0.963	-0.054	-0.122	0.902675046802801	0.999204487240972	0.2575	0.1172	0.1864	0.1864	TRUE	NA
PRELSG_1452000	820	263	24	361	667	1034	427	161	1	24	1	47	14	11	68	70	62	70	62	81	60	72	18	75	25	75	72	143	68.2	68	69	1.072	0.101	0.392	0.694952279763378	0.999204487240972	0.0566	0.0736	0.0652	0.0652	TRUE	NA
PRELSG_1452100	95	28	0	14	54	79	20	13	0	1	0	5	0	0	8	7	0	3	5	6	3	6	0	3	0	8	0	0	3.51	5	2	0.924	-0.114	-0.156	0.876166078901886	NA	0	0.5784	0.3889	0.3889	TRUE	NA
PRELSG_1452200	183	76	10	95	144	230	137	39	0	5	0	7	7	0	15	20	26	18	13	18	19	17	0	16	0	11	36	0	15.08	18	11	0.851	-0.233	-0.55	0.582441054623814	0.999204487240972	0.0861	0.1701	0.1328	0.1328	TRUE	NA
PRELSG_1452300	256	88	9	122	250	296	169	45	1	7	1	10	4	3	21	23	23	24	23	23	24	20	18	22	25	16	21	39	23.06	23	23	0.914	-0.129	-0.389	0.69717630495049	0.999204487240972	0	0.1272	0.0692	0.0692	TRUE	NA
PRELSG_1452400	101	49	3	45	91	137	73	20	0	3	0	3	3	3	8	13	8	9	9	11	10	9	0	9	0	5	16	39	10.36	10	11	1.089	0.123	0.243	0.80783221095459	0.999204487240972	0.1354	0.2265	0.1807	0.1807	TRUE	NA
PRELSG_1452500	100	41	2	36	88	119	51	12	0	2	0	6	0	1	8	11	5	7	8	9	7	5	0	6	0	10	0	13	6.46	8	5	0.739	-0.437	-0.75	0.453316373868448	0.999204487240972	0	0.3355	0.2118	0.2118	TRUE	NA
PRELSG_1452600	163	18	1	29	138	101	40	15	1	0	0	2	1	1	14	5	3	6	13	8	6	7	18	0	0	3	5	13	7.1	8	7	0.594	-0.753	-1.263	0.206643245255343	0.999204487240972	0	0.3094	0.1968	0.1968	TRUE	NA
PRELSG_1452700	2	3	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	5.116	2.355	0.779	0.436131687696895	NA	0	21.2779	14	14	TRUE	NA
PRELSG_1452800	158	41	5	79	132	163	99	44	0	4	0	9	2	2	13	11	13	15	12	13	14	20	0	13	0	14	10	26	12.45	13	12	1.121	0.165	0.4	0.68879747783599	0.999204487240972	0	0.1962	0.109	0.109	TRUE	NA
PRELSG_1452900	42	16	2	19	39	74	32	10	0	3	0	1	0	1	4	4	5	4	4	6	5	4	0	9	0	2	0	13	4.22	5	4	0.992	-0.011	-0.017	0.986650203326438	NA	0	0.4893	0.3058	0.3058	TRUE	NA
PRELSG_1453000	395	104	2	119	524	267	145	35	4	2	0	20	5	3	33	28	5	23	49	21	21	16	73	6	0	32	26	39	26.51	26	27	0.903	-0.147	-0.349	0.726945869499494	0.999204487240972	0.1702	0.1167	0.1445	0.1445	TRUE	NA
PRELSG_1453100	467	190	23	288	502	544	306	138	3	15	2	23	8	4	39	51	59	56	47	43	43	62	55	47	49	37	41	52	48.61	48	49	1.045	0.064	0.23	0.817793461095771	0.999204487240972	0	0.0846	0.0667	0.0667	TRUE	NA
PRELSG_1453200	621	163	9	214	465	693	318	87	5	7	3	19	8	8	52	43	23	42	44	54	45	39	91	22	74	31	41	104	50.32	43	57	1.051	0.072	0.235	0.81451840824772	0.999204487240972	0.0862	0.0833	0.0849	0.0849	TRUE	NA
PRELSG_1453300	166	41	2	52	93	188	67	21	0	3	0	12	5	1	14	11	5	10	9	15	9	9	0	9	0	19	26	13	10.7	10	11	1.21	0.274	0.557	0.577561953806571	0.999204487240972	0	0.2208	0.1826	0.1826	TRUE	NA
PRELSG_1453400	13	1	0	1	7	12	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0.23	0	0	1.88	0.911	0.388	0.69810194644631	NA	0	8.0173	8.1723	8.1723	TRUE	NA
PRELSG_1453500	62	12	4	19	51	44	35	7	0	1	0	1	0	0	5	3	10	4	5	3	5	3	0	3	0	2	0	0	3.1	5	1	0.508	-0.976	-1.31	0.19009503364396	NA	0	0.6493	0.3756	0.3756	TRUE	NA
PRELSG_1453600	756	204	18	285	582	755	398	122	2	16	2	34	12	6	63	54	46	55	55	59	56	54	36	50	49	55	62	78	55.29	55	55	0.982	-0.026	-0.114	0.909438437347058	0.999204487240972	0	0.08	0.0392	0.0392	TRUE	NA
PRELSG_1453700	125	35	3	40	97	151	67	16	0	2	0	4	2	3	10	9	8	8	9	12	9	7	0	6	0	6	10	39	9.62	9	10	0.905	-0.143	-0.266	0.790170659490121	0.999204487240972	0.1701	0.2404	0.2039	0.2039	TRUE	NA
PRELSG_1453800	159	80	7	126	175	332	123	54	0	6	2	10	6	2	13	21	18	24	16	26	17	24	0	19	49	16	31	26	21.59	19	24	1.267	0.341	1	0.317207876852952	0.999204487240972	0.0252	0.1327	0.0813	0.0813	TRUE	NA
PRELSG_1453900	7	4	0	1	6	16	6	2	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0.39	1	0	1.818	0.863	0.526	0.599109920074766	NA	0	4.89	3.4648	3.4648	TRUE	NA
PRELSG_1454000	935	242	18	311	722	1191	533	167	1	23	4	51	12	2	78	64	46	60	68	93	75	75	18	72	99	82	62	26	65.66	69	62	0.938	-0.092	-0.36	0.718824587879656	0.999204487240972	0.0373	0.0747	0.0593	0.0593	TRUE	NA
PRELSG_1454100	135	40	2	59	103	119	62	22	1	2	1	4	0	0	11	11	5	11	10	9	9	10	18	6	25	6	0	0	9.41	9	9	0.773	-0.372	-0.707	0.479575369556104	0.999204487240972	0	0.2447	0.1526	0.1526	TRUE	NA
